# TimeActiveFrom, MasterTempSensor (0=localsensor, 1=bedroom, 2=basement playroom ), temperature set point, enable fan
0:00,1,21,0
1:00,1,21,1
1:20,1,21,0
2:00,1,21,1
2:20,1,21,0
3:20,1,21,1
3:40,1,21,0
4:00,1,21,0
5:00,1,21,1
5:20,1,21,0
6:00,1,21,1
6:10,1,21,0
7:00,1,21,0
8:00,0,20,0
9:00,0,20,0
10:00,0,20,0
11:10,0,21,0
11:50,0,21,1
12:00,0,21,1
13:00,0,21,1
14:00,0,20,0
15:00,0,20,1
15:20,0,20,0
16:00,0,20,0
17:00,0,21,0
18:00,0,21,0
19:00,0,21,0
20:00,1,21,1
20:10,1,21,1
20:30,1,21,0
21:00,1,21,0
22:00,1,21,0
23:00,1,21,1
23:30,1,21,0
